year,state,party,name,inc,party_formal,candidatevotes
2020,AL,D,"BIDEN, JOSEPH R., JR.",0,D,849624
2020,AL,Lbt,"JORGENSEN, JO",0,Lbt,25176
2020,AL,R,"TRUMP, DONALD J.",1,R,1441170
2020,AR,D,"BIDEN, JOSEPH R., JR.",0,D,423932
2020,AR,Lbt,"JORGENSEN, JO",0,Lbt,13133
2020,AR,Other,"BLANKENSHIP, DON",0,Constitution Party,2108
2020,AR,Other,"CARROLL, BRIAN",0,American Solidarity Party,1713
2020,AR,Other,"COLLINS, PHIL",0,Independent,2812
2020,AR,Other,"DE LA FUENTE, ROQUE (ROCKY)",0,Independent,1321
2020,AR,Other,"GAMMON, C. L.",0,Independent,1475
2020,AR,Other,"HAWKINS, HOWIE",0,Grn,2980
2020,AR,Other,"LA RIVA, GLORIA ESTELLA",0,Party For Socialism And Liberation,1336
2020,AR,Other,"MYERS, JOHN RICHARD",0,Life And Liberty Party,1372
2020,AR,Other,"PIERCE, BROCK",0,Independent,2141
2020,AR,Other,"WEST, KANYE",0,Independent,4099
2020,AR,R,"TRUMP, DONALD J.",1,R,760647
2020,AZ,D,"BIDEN, JOSEPH R., JR.",0,D,1672143
2020,AZ,Lbt,"JORGENSEN, JO",0,Lbt,51465
2020,AZ,R,"TRUMP, DONALD J.",1,R,1661686
2020,CA,D,"BIDEN, JOSEPH R., JR.",0,D,11110250
2020,CA,Lbt,"JORGENSEN, JO",0,Lbt,187895
2020,CA,Other,"DE LA FUENTE, ROQUE (ROCKY)",0,American Independent,60160
2020,CA,Other,"HAWKINS, HOWIE",0,Grn,81029
2020,CA,Other,"LA RIVA, GLORIA ESTELLA",0,Peace & Freedom,51037
2020,CA,R,"TRUMP, DONALD J.",1,R,6006429
2020,CO,D,"BIDEN, JOSEPH R., JR.",0,D,1804352
2020,CO,Lbt,"JORGENSEN, JO",0,Lbt,52460
2020,CO,Other,"BLANKENSHIP, DON",0,Constitution Party,5061
2020,CO,Other,"CARROLL, BRIAN",0,American Solidarity Party,25515
2020,CO,Other,"CHARLES, MARK",0,Independent,2011
2020,CO,Other,"COLLINS, PHIL",0,Prohibition Party,568
2020,CO,Other,"DE LA FUENTE, ROQUE (ROCKY)",0,Alliance,636
2020,CO,Other,"HAMMONS, BILL",0,Unity Party,2730
2020,CO,Other,"HAWKINS, HOWIE",0,Grn,8986
2020,CO,Other,"HOEFLING, TOM",0,Non-Affiliated,24
2020,CO,Other,"HUBER, BLAKE",0,Approval Voting Party,355
2020,CO,Other,"HUNTER, PHIL",0,Progressive Party,379
2020,CO,Other,"JACOB?FAMBRO, PRINCESS KHADIJAH MARYAM",0,Independent,495
2020,CO,Other,"KENNEDY, ALYSON",0,Socialist Workers Party,354
2020,CO,Other,"KISHORE, JOSEPH",0,Socialist Equality Party,196
2020,CO,Other,"KOPITKE, KYLE KENLEY",0,Independent American Party,762
2020,CO,Other,"LA RIVA, GLORIA ESTELLA",0,Party For Socialism And Liberation,1035
2020,CO,Other,"MCHUGH, JOE",0,Independent,614
2020,CO,Other,"PIERCE, BROCK",0,Independent,572
2020,CO,Other,"SCOTT, JORDAN (CANCER)",0,Independent,175
2020,CO,Other,"WEST, KANYE",0,Independent,8089
2020,CO,R,"TRUMP, DONALD J.",1,R,1364607
2020,CT,D,"BIDEN, JOSEPH R., JR.",0,D,1080831
2020,CT,Lbt,"JORGENSEN, JO",0,Lbt,20230
2020,CT,Other,"HAWKINS, HOWIE",0,Grn,7538
2020,CT,R,"TRUMP, DONALD J.",1,R,714717
2020,DC,Other,"PIERCE, BROCK",0,Independent,693
2020,DE,D,"BIDEN, JOSEPH R., JR.",0,D,296268
2020,DE,Lbt,"JORGENSEN, JO",0,Lbt,5000
2020,DE,Other,"HAWKINS, HOWIE",0,Grn,2139
2020,DE,R,"TRUMP, DONALD J.",1,R,200603
2020,FL,D,"BIDEN, JOSEPH R., JR.",0,D,5297045
2020,FL,Lbt,"JORGENSEN, JO",0,Lbt,70324
2020,FL,Other,"BLANKENSHIP, DON",0,Constitution Party,3902
2020,FL,Other,"DE LA FUENTE, ROQUE (ROCKY)",0,Alliance,5966
2020,FL,Other,"HAWKINS, HOWIE",0,Grn,14721
2020,FL,Other,"LA RIVA, GLORIA ESTELLA",0,Party For Socialism And Liberation,5712
2020,FL,R,"TRUMP, DONALD J.",1,R,5668731
2020,GA,D,"BIDEN, JOSEPH R., JR.",0,D,2473633
2020,GA,Lbt,"JORGENSEN, JO",0,Lbt,62229
2020,GA,R,"TRUMP, DONALD J.",1,R,2461854
2020,HI,D,"BIDEN, JOSEPH R., JR.",0,D,366130
2020,HI,Lbt,"JORGENSEN, JO",0,Lbt,5539
2020,HI,Other,"BLANKENSHIP, DON",0,Constitution Party,931
2020,HI,Other,"HAWKINS, HOWIE",0,Grn,3822
2020,HI,Other,"PIERCE, BROCK",0,American Shopping Party,1183
2020,HI,R,"TRUMP, DONALD J.",1,R,196864
2020,IA,D,"BIDEN, JOSEPH R., JR.",0,D,759061
2020,IA,Lbt,"JORGENSEN, JO",0,Lbt,19637
2020,IA,Other,"BLANKENSHIP, DON",0,Constitution Party,1707
2020,IA,Other,"DE LA FUENTE, ROQUE (ROCKY)",0,Independent,1082
2020,IA,Other,"HAWKINS, HOWIE",0,Grn,3075
2020,IA,Other,"KING, RICKI SUE",0,Geneology Know Your Family History Party,546
2020,IA,Other,"PIERCE, BROCK",0,Independent,544
2020,IA,Other,"WEST, KANYE",0,Independent,3210
2020,IA,R,"TRUMP, DONALD J.",1,R,897672
2020,ID,D,"BIDEN, JOSEPH R., JR.",0,D,287021
2020,ID,Lbt,"JORGENSEN, JO",0,Lbt,16404
2020,ID,Other,"BLANKENSHIP, DON",0,Constitution Party,1886
2020,ID,Other,"DE LA FUENTE, ROQUE (ROCKY)",0,Independent,1491
2020,ID,Other,"PIERCE, BROCK",0,Independent,2808
2020,ID,Other,"WEST, KANYE",0,Independent,3632
2020,ID,R,"TRUMP, DONALD J.",1,R,554119
2020,IL,D,"BIDEN, JOSEPH R., JR.",0,D,3471915
2020,IL,Lbt,"JORGENSEN, JO",0,Lbt,66544
2020,IL,Other,"CARROLL, BRIAN",0,American Solidarity Party,9548
2020,IL,Other,"HAWKINS, HOWIE",0,Grn,30494
2020,IL,Other,"LA RIVA, GLORIA ESTELLA",0,Party For Socialism And Liberation,8046
2020,IL,R,"TRUMP, DONALD J.",1,R,2446891
2020,IN,D,"BIDEN, JOSEPH R., JR.",0,D,1242416
2020,IN,Lbt,"JORGENSEN, JO",0,Lbt,59232
2020,IN,R,"TRUMP, DONALD J.",1,R,1729519
2020,KS,D,"BIDEN, JOSEPH R., JR.",0,D,570323
2020,KS,Lbt,"JORGENSEN, JO",0,Lbt,30574
2020,KS,R,"TRUMP, DONALD J.",1,R,771406
2020,KY,D,"BIDEN, JOSEPH R., JR.",0,D,772474
2020,KY,Lbt,"JORGENSEN, JO",0,Lbt,26234
2020,KY,Other,"PIERCE, BROCK",0,Independent,3599
2020,KY,Other,"WEST, KANYE",0,Independent,6483
2020,KY,R,"TRUMP, DONALD J.",1,R,1326646
2020,LA,D,"BIDEN, JOSEPH R., JR.",0,D,856034
2020,LA,Lbt,"JORGENSEN, JO",0,Lbt,21645
2020,LA,Other,"BLANKENSHIP, DON",0,Constitution Party,860
2020,LA,Other,"BODDIE, R. PRESIDENT",0,C.u.p,1125
2020,LA,Other,"CARROLL, BRIAN",0,American Solidarity Party,2497
2020,LA,Other,"HAMMONS, BILL",0,Unity Party,662
2020,LA,Other,"HOEFLING, TOM",0,"Life , Liberty, Constitution",668
2020,LA,Other,JADE SIMMONS,0,Becoming One Nation,1626
2020,LA,Other,"KENNEDY, ALYSON",0,Socialist Workers Party,536
2020,LA,Other,"LA RIVA, GLORIA ESTELLA",0,Party For Socialism And Liberation,987
2020,LA,Other,"PIERCE, BROCK",0,Freedom And Prosperity,749
2020,LA,Other,"WEST, KANYE",0,The Birthday Party,4897
2020,LA,R,"TRUMP, DONALD J.",1,R,1255776
2020,MA,D,"BIDEN, JOSEPH R., JR.",0,D,2382202
2020,MA,Lbt,"JORGENSEN, JO",0,Lbt,47013
2020,MA,Other,"HAWKINS, HOWIE",0,Green-Rainbow,18658
2020,MA,R,"TRUMP, DONALD J.",1,R,1167202
2020,MD,D,"BIDEN, JOSEPH R., JR.",0,D,1985023
2020,MD,Lbt,"JORGENSEN, JO",0,Lbt,33488
2020,MD,Other,"HAWKINS, HOWIE",0,Grn,15799
2020,MD,Other,"SEGAL, JEROME M.",0,Bread And Roses,5884
2020,MD,R,"TRUMP, DONALD J.",1,R,976414
2020,ME,D,"BIDEN, JOSEPH R., JR.",0,D,435072
2020,ME,Lbt,"JORGENSEN, JO",0,Lbt,14152
2020,ME,Other,"DE LA FUENTE, ROQUE (ROCKY)",0,Alliance,1183
2020,ME,Other,"HAWKINS, HOWIE",0,Grn,8230
2020,ME,R,"TRUMP, DONALD J.",1,R,360737
2020,MI,D,"BIDEN, JOSEPH R., JR.",0,D,2804040
2020,MI,Lbt,"JORGENSEN, JO",0,Lbt,60381
2020,MI,Other,"BLANKENSHIP, DON",0,Us Taxpayers Party,7235
2020,MI,Other,"DE LA FUENTE, ROQUE (ROCKY)",0,Natural Law,2986
2020,MI,Other,"HAWKINS, HOWIE",0,Grn,13718
2020,MI,R,"TRUMP, DONALD J.",1,R,2649852
2020,MN,D,"BIDEN, JOSEPH R., JR.",0,D,1717077
2020,MN,Lbt,"JORGENSEN, JO",0,Lbt,34976
2020,MN,Other,"DE LA FUENTE, ROQUE (ROCKY)",0,Alliance,5611
2020,MN,Other,"HAWKINS, HOWIE",0,Grn,10033
2020,MN,Other,"KENNEDY, ALYSON",0,Socialist Workers Party,643
2020,MN,Other,"LA RIVA, GLORIA ESTELLA",0,Party For Socialism And Liberation,1210
2020,MN,Other,"PIERCE, BROCK",0,Independent,5651
2020,MN,Other,"WEST, KANYE",0,Independent,7940
2020,MN,R,"TRUMP, DONALD J.",1,R,1484065
2020,MO,D,"BIDEN, JOSEPH R., JR.",0,D,1253014
2020,MO,Lbt,"JORGENSEN, JO",0,Lbt,41205
2020,MO,Other,"BLANKENSHIP, DON",0,Constitution Party,3919
2020,MO,Other,"HAWKINS, HOWIE",0,Grn,8283
2020,MO,R,"TRUMP, DONALD J.",1,R,1718736
2020,MS,D,"BIDEN, JOSEPH R., JR.",0,D,539398
2020,MS,Lbt,"JORGENSEN, JO",0,Lbt,8026
2020,MS,Other,"BLANKENSHIP, DON",0,Constitution Party,1279
2020,MS,Other,"CARROLL, BRIAN",0,American Solidarity Party,1161
2020,MS,Other,"COLLINS, PHIL",0,Independent,1317
2020,MS,Other,"HAWKINS, HOWIE",0,Grn,1498
2020,MS,Other,"PIERCE, BROCK",0,Independent,659
2020,MS,Other,"WEST, KANYE",0,Independent,3657
2020,MS,R,"TRUMP, DONALD J.",1,R,756764
2020,MT,D,"BIDEN, JOSEPH R., JR.",0,D,244786
2020,MT,Lbt,"JORGENSEN, JO",0,Lbt,15252
2020,MT,R,"TRUMP, DONALD J.",1,R,343602
2020,NC,D,"BIDEN, JOSEPH R., JR.",0,D,2684292
2020,NC,Lbt,"JORGENSEN, JO",0,Lbt,48678
2020,NC,Other,"BLANKENSHIP, DON",0,Constitution Party,7549
2020,NC,Other,"HAWKINS, HOWIE",0,Grn,12195
2020,NC,R,"TRUMP, DONALD J.",1,R,2758773
2020,ND,D,"BIDEN, JOSEPH R., JR.",0,D,114902
2020,ND,Lbt,"JORGENSEN, JO",0,Lbt,9393
2020,ND,R,"TRUMP, DONALD J.",1,R,235595
2020,NE,D,"BIDEN, JOSEPH R., JR.",0,D,374583
2020,NE,Lbt,"JORGENSEN, JO",0,Lbt,20283
2020,NE,R,"TRUMP, DONALD J.",1,R,556846
2020,NH,D,"BIDEN, JOSEPH R., JR.",0,D,424921
2020,NH,Lbt,"JORGENSEN, JO",0,Lbt,13235
2020,NH,R,"TRUMP, DONALD J.",1,R,365654
2020,NJ,D,"BIDEN, JOSEPH R., JR.",0,D,2608335
2020,NJ,Lbt,"JORGENSEN, JO",0,Lbt,31677
2020,NJ,Other,"BLANKENSHIP, DON",0,Constitution Party,2954
2020,NJ,Other,"DE LA FUENTE, ROQUE (ROCKY)",0,Alliance,2728
2020,NJ,Other,"HAMMONS, BILL",0,Unity Party,3255
2020,NJ,Other,"HAWKINS, HOWIE",0,Grn,14202
2020,NJ,Other,"LA RIVA, GLORIA ESTELLA",0,Party For Socialism And Liberation,2928
2020,NJ,R,"TRUMP, DONALD J.",1,R,1883274
2020,NM,D,"BIDEN, JOSEPH R., JR.",0,D,501614
2020,NM,Lbt,"JORGENSEN, JO",0,Lbt,12585
2020,NM,Other,"HAWKINS, HOWIE",0,Grn,4426
2020,NM,Other,"LA RIVA, GLORIA ESTELLA",0,Party For Socialism And Liberation,1640
2020,NM,Other,"TITTLE, SHEILA (SAMM)",0,Constitution Party,1806
2020,NM,R,"TRUMP, DONALD J.",1,R,401894
2020,NV,D,"BIDEN, JOSEPH R., JR.",0,D,703486
2020,NV,Lbt,"JORGENSEN, JO",0,Lbt,14783
2020,NV,Other,"BLANKENSHIP, DON",0,Independent American Party,3138
2020,NV,R,"TRUMP, DONALD J.",1,R,669890
2020,NY,D,"BIDEN, JOSEPH R., JR.",0,D,5230985
2020,NY,Lbt,"JORGENSEN, JO",0,Lbt,60234
2020,NY,Other,"HAWKINS, HOWIE",0,Grn,32753
2020,NY,Other,"PIERCE, BROCK",0,Independent,22587
2020,NY,R,"TRUMP, DONALD J.",1,R,3244798
2020,OH,D,"BIDEN, JOSEPH R., JR.",0,D,2679165
2020,OH,Lbt,"JORGENSEN, JO",0,Lbt,67569
2020,OH,Other,"HAWKINS, HOWIE",0,Grn,18812
2020,OH,R,"TRUMP, DONALD J.",1,R,3154834
2020,OK,D,"BIDEN, JOSEPH R., JR.",0,D,503890
2020,OK,Lbt,"JORGENSEN, JO",0,Lbt,24731
2020,OK,Other,"PIERCE, BROCK",0,Independent,2547
2020,OK,Other,"SIMMONS, JADE",0,Independent,3654
2020,OK,Other,"WEST, KANYE",0,Independent,5597
2020,OK,R,"TRUMP, DONALD J.",1,R,1020280
2020,OR,D,"BIDEN, JOSEPH R., JR.",0,D,1340383
2020,OR,Lbt,"JORGENSEN, JO",0,Lbt,41582
2020,OR,Other,"HAWKINS, HOWIE",0,Pacific Green,11831
2020,OR,Other,"HUNTER, DARIO",0,Progressive Party,4988
2020,OR,R,"TRUMP, DONALD J.",1,R,958448
2020,PA,D,"BIDEN, JOSEPH R., JR.",0,D,3458229
2020,PA,Lbt,"JORGENSEN, JO",0,Lbt,79380
2020,PA,R,"TRUMP, DONALD J.",1,R,3377674
2020,RI,D,"BIDEN, JOSEPH R., JR.",0,D,307486
2020,RI,Lbt,"JORGENSEN, JO",0,Lbt,5053
2020,RI,Other,"DE LA FUENTE, ROQUE (ROCKY)",0,Alliance,923
2020,RI,Other,"LA RIVA, GLORIA ESTELLA",0,Party For Socialism And Liberation,847
2020,RI,R,"TRUMP, DONALD J.",1,R,199922
2020,SC,D,"BIDEN, JOSEPH R., JR.",0,D,1091541
2020,SC,Lbt,"JORGENSEN, JO",0,Lbt,27916
2020,SC,Other,"CARROLL, BRIAN",0,American Solidarity Party,767
2020,SC,Other,"DE LA FUENTE, ROQUE (ROCKY)",0,Alliance,1862
2020,SC,Other,"HAWKINS, HOWIE",0,Grn,6907
2020,SC,R,"TRUMP, DONALD J.",1,R,1385103
2020,SD,D,"BIDEN, JOSEPH R., JR.",0,D,150471
2020,SD,Lbt,"JORGENSEN, JO",0,Lbt,11095
2020,SD,R,"TRUMP, DONALD J.",1,R,261043
2020,TN,D,"BIDEN, JOSEPH R., JR.",0,D,1143711
2020,TN,Other,"BLANKENSHIP, DON",0,Independent,5365
2020,TN,Other,"DE LA FUENTE, ROQUE (ROCKY)",0,Independent,1860
2020,TN,Other,"HAWKINS, HOWIE",0,Independent,4545
2020,TN,Other,"JORGENSEN, JO",0,Independent,29877
2020,TN,Other,"KENNEDY, ALYSON",0,Independent,2576
2020,TN,Other,"LA RIVA, GLORIA ESTELLA",0,Independent,2301
2020,TN,Other,"WEST, KANYE",0,Independent,10279
2020,TN,R,"TRUMP, DONALD J.",1,R,1852475
2020,TX,D,"BIDEN, JOSEPH R., JR.",0,D,5259126
2020,TX,Lbt,"JORGENSEN, JO",0,Lbt,126243
2020,TX,Other,"HAWKINS, HOWIE",0,Grn,33396
2020,TX,R,"TRUMP, DONALD J.",1,R,5890347
2020,UT,D,"BIDEN, JOSEPH R., JR.",0,D,560282
2020,UT,Lbt,"JORGENSEN, JO",0,Lbt,38447
2020,UT,Other,"BLANKENSHIP, DON",0,Constitution Party,5551
2020,UT,Other,"HAWKINS, HOWIE",0,Grn,5053
2020,UT,R,"TRUMP, DONALD J.",1,R,865140
2020,VA,D,"BIDEN, JOSEPH R., JR.",0,D,2413568
2020,VA,Lbt,"JORGENSEN, JO",0,Lbt,64761
2020,VA,R,"TRUMP, DONALD J.",1,R,1962430
2020,VT,D,"BIDEN, JOSEPH R., JR.",0,D,242820
2020,VT,Lbt,"JORGENSEN, JO",0,Lbt,3608
2020,VT,Other,"BLANKENSHIP, DON",0,Constitution,208
2020,VT,Other,"CARROLL, BRIAN",0,American Solidarity,209
2020,VT,Other,"COLLINS, PHIL",0,Prohibition,137
2020,VT,Other,"DE LA FUENTE, ROQUE (ROCKY)",0,Alliance,48
2020,VT,Other,"DUNCAN, RICHARD",0,Independent,213
2020,VT,Other,"HAWKINS, HOWIE",0,Grn,1310
2020,VT,Other,"HUBER, BLAKE",0,Approval Voting,54
2020,VT,Other,"KENNEDY, ALYSON",0,Socialist Workers,195
2020,VT,Other,"KOPITKE, KYLE KENLEY",0,Independent,53
2020,VT,Other,"LA RIVA, GLORIA ESTELLA",0,Liberty Union,166
2020,VT,Other,"LAFONTAINE, CHRISTOPHER",0,Independent,856
2020,VT,Other,"MCCORMIC, KEITH",0,Bull Moose,126
2020,VT,Other,"PAIGE, BROOKE H.",0,Grumpy Old Patriots,1175
2020,VT,Other,"PIERCE, BROCK",0,Unaffiliated,100
2020,VT,Other,"SCALF, ZACHARY",0,Independent,29
2020,VT,Other,"SEGAL, JEROME M.",0,Bread And Roses,65
2020,VT,Other,"SWING, GARY",0,Boiling Frog,141
2020,VT,Other,"WEST, KANYE",0,Independent,1269
2020,VT,R,"TRUMP, DONALD J.",1,R,112704
2020,WA,D,"BIDEN, JOSEPH R., JR.",0,D,2369612
2020,WA,Lbt,"JORGENSEN, JO",0,Lbt,80500
2020,WA,Other,"HAWKINS, HOWIE",0,Grn,18289
2020,WA,Other,"KENNEDY, ALYSON",0,Socialist Workers Party,2487
2020,WA,Other,"LA RIVA, GLORIA ESTELLA",0,Party For Socialism And Liberation,4840
2020,WA,R,"TRUMP, DONALD J.",1,R,1584651
2020,WI,D,"BIDEN, JOSEPH R., JR.",0,D,1630866
2020,WI,Other,"BLANKENSHIP, DON",0,Constitution Party,5146
2020,WI,Other,"CARROLL, BRIAN",0,American Solidarity Party,5259
2020,WI,Other,"JORGENSEN, JO",0,Independent,38491
2020,WI,R,"TRUMP, DONALD J.",1,R,1610184
2020,WV,D,"BIDEN, JOSEPH R., JR.",0,D,235984
2020,WV,Lbt,"JORGENSEN, JO",0,Lbt,10687
2020,WV,Other,"HAWKINS, HOWIE",0,Grn,2599
2020,WV,R,"TRUMP, DONALD J.",1,R,545382
2020,WY,D,"BIDEN, JOSEPH R., JR.",0,D,73491
2020,WY,Lbt,"JORGENSEN, JO",0,Lbt,5768
2020,WY,Other,"PIERCE, BROCK",0,Independent,2208
2020,WY,R,"TRUMP, DONALD J.",1,R,193559
